,data_end,data_orderbook_end,data_orderbook_start,data_quote_end,data_quote_start,data_start,data_symbols_count,data_trade_count,data_trade_end,data_trade_start,exchange_id,name,website
61,2018-04-19,2018-04-19T11:38:23.3076990Z,2018-01-24T00:42:37.0818542Z,2018-04-19T11:38:23.3076990Z,2018-01-24T00:42:37.0818542Z,2017-06-19,72,1068040.0,2018-04-19T11:36:46.4120000Z,2017-06-19T05:31:08.2600000Z,ALLCOIN,Allcoin,https://www.allcoin.com/
62,2018-06-21,2018-06-21T16:04:37.7245343Z,2017-03-14T20:04:13.3389084Z,2018-06-21T16:04:37.7245343Z,2017-03-14T20:04:13.3389084Z,2017-03-14,2,784940.0,2018-06-21T15:58:17.6790000Z,2017-03-14T20:04:43.2020000Z,COINMATE,Coin Mate,https://coinmate.io/
63,2018-06-21,2018-06-21T16:14:00.7547954Z,2017-12-24T13:03:38.2179565Z,2018-06-21T16:14:00.7547954Z,2017-12-24T13:03:38.2179565Z,2017-10-08,4,652089.0,2018-06-21T16:11:16.0000000Z,2017-10-08T01:12:04.0000000Z,BTCTURK,BTCTurk,https://www.btcturk.com/
64,2018-06-21,2018-06-21T16:09:23.4375429Z,2017-09-21T13:39:33.4870179Z,2018-06-21T16:09:23.4375429Z,2017-09-21T13:39:33.4870179Z,2017-09-16,12,643603.0,2018-06-21T15:31:33.0000000Z,2017-09-16T00:53:48.0000000Z,INDEPENDENTRESERVE,Independent Reserve,https://www.independentreserve.com/
65,2018-06-21,2018-06-21T16:08:45.1835021Z,2017-09-21T13:36:24.9479094Z,2018-06-21T16:08:45.1835021Z,2017-09-21T13:36:24.9479094Z,2017-09-19,4,539189.0,2018-06-21T16:03:48.0000000Z,2017-09-19T11:20:44.0000000Z,COINFLOOR,coinfloor,https://www.coinfloor.co.uk/
66,2018-06-21,2018-06-21T16:11:06.8737039Z,2017-08-29T15:50:33.5497414Z,2018-06-21T16:11:06.8737039Z,2017-08-29T15:50:33.5497414Z,2017-06-07,23,514962.0,2018-06-21T16:08:21.0000000Z,2017-06-07T04:46:35.0000000Z,DSX,DSX,https://dsx.uk
67,2018-06-19,2018-06-19T12:33:16.0035794Z,2017-12-28T21:34:28.8285993Z,2018-06-19T12:33:16.0035794Z,2017-12-28T21:34:28.8285993Z,2017-12-27,66,470161.0,2018-05-30T13:35:15.0000000Z,2017-12-27T12:49:47.0000000Z,ABUCOINS,Abucoins,https://abucoins.com/
68,2018-06-21,2018-06-21T16:15:47.6804385Z,2018-01-24T00:21:32.6002443Z,2018-06-21T16:15:47.6804385Z,2018-01-24T00:21:32.6002443Z,2017-11-16,341,459828.0,2018-06-21T16:10:11.0000000Z,2017-11-16T09:22:21.0000000Z,SOUTHXCHANGE,SouthXchange,https://www.southxchange.com/
69,2018-06-21,2018-06-21T16:15:41.9090000Z,2018-01-24T00:21:29.5498424Z,2018-06-21T16:15:41.9090000Z,2018-01-24T00:21:29.5498424Z,2018-01-24,17,296644.0,2018-06-21T16:11:21.0000000Z,2018-01-24T18:46:55.0000000Z,BTCTRADEUA,BTC Trade UA,https://btc-trade.com.ua/
70,2017-10-13,2017-10-13T11:04:34.3376757Z,2017-03-14T20:03:53.7061506Z,2017-10-13T11:04:34.3376757Z,2017-03-14T20:03:53.7061506Z,2016-03-27,2,204837.0,2017-10-13T10:45:09.0000000Z,2016-03-27T23:17:37.0000000Z,BTCX,bt.cx,https://bt.cx/en/
71,2018-06-21,2018-06-21T16:16:17.9570000Z,2018-01-24T00:21:49.7672137Z,2018-06-21T16:16:17.9570000Z,2018-01-24T00:21:49.7672137Z,2017-12-30,13,177165.0,2018-06-21T22:15:47.0000000Z,2017-12-30T06:24:58.0000000Z,KUNA,Kuna,https://kuna.io/
72,2018-06-21,2018-06-21T16:15:55.2095654Z,2018-01-24T00:21:43.7267644Z,2018-06-21T16:15:55.2095654Z,2018-01-24T00:21:43.7267644Z,2017-12-16,70,107234.0,2018-06-21T16:03:42.6820000Z,2017-12-16T15:03:35.6420000Z,BRAZILIEX,Braziliex,https://braziliex.com/
73,2018-06-21,2018-06-21T16:12:06.1450256Z,2018-01-24T00:42:50.1443495Z,2018-06-21T16:12:06.1450256Z,2018-01-24T00:42:50.1443495Z,2013-03-15,4,95831.0,2018-06-21T11:52:05.0000000Z,2013-03-15T12:48:43.0000000Z,BIT2C,Bit2C,https://www.bit2c.co.il/
74,2018-04-09,2018-04-09T06:39:22.7580000Z,2018-01-24T00:21:35.8644461Z,2018-04-09T06:39:22.7580000Z,2018-01-24T00:21:35.8644461Z,2013-01-07,2,93930.0,2018-02-27T04:44:43.0000000Z,2013-01-07T06:17:04.0000000Z,FYBSG,FYB-SG,https://www.fybsg.com/
75,2018-03-09,2018-03-09T23:30:06.7432183Z,2017-03-14T20:04:56.4842821Z,2018-03-09T23:30:06.7432183Z,2017-03-14T20:04:56.4842821Z,2013-09-28,23,82159.0,2018-03-09T21:58:11.8750000Z,2013-09-28T22:40:50.0000000Z,YUNBI,YUNBI,https://yunbi.com/
76,2018-06-21,2018-06-21T16:09:49.9620458Z,2017-08-29T15:47:11.5174742Z,2018-06-21T16:09:49.9620458Z,2017-08-29T15:47:11.5174742Z,2017-08-26,2,57871.0,2018-06-21T12:09:27.0000000Z,2017-08-26T12:22:43.0000000Z,BITKONAN,BitKonan,https://bitkonan.com/
77,2018-04-09,2018-04-09T08:05:51.3851943Z,2018-01-24T00:21:52.7701638Z,2018-04-09T08:05:51.3851943Z,2018-01-24T00:21:52.7701638Z,2013-07-15,1,21655.0,2018-02-26T14:50:15.0000000Z,2013-07-15T20:40:11.0000000Z,FYBSE,FYB-SE,https://www.fybse.se/
78,2018-06-19,2018-06-19T12:33:14.6691507Z,2017-09-21T13:35:08.7798904Z,2018-06-19T12:33:14.6691507Z,2017-09-21T13:35:08.7798904Z,2017-09-20,1,18792.0,2018-06-11T01:06:48.2510000Z,2017-09-20T12:51:00.5840000Z,BTCC,BTCC,https://www.btcc.com/
79,2018-06-21,2018-06-21T16:16:04.8110000Z,2018-01-24T00:21:48.4137019Z,2018-06-21T16:16:04.8110000Z,2018-01-24T00:21:48.4137019Z,2017-09-10,14,17988.0,2018-06-21T16:14:13.0000000Z,2017-09-10T07:59:21.0000000Z,COINGI,Coingi,https://coingi.com/
80,2018-06-19,2018-06-19T12:34:04.1460000Z,2018-01-24T00:42:37.6443449Z,2018-06-19T12:34:04.1460000Z,2018-01-24T00:42:37.6443449Z,2018-01-23,29,16230.0,2018-06-18T12:01:54.0000000Z,2018-01-23T09:58:13.0000000Z,1BTCXE,1Btcxe,https://1btcxe.com/
81,2018-06-20,2018-06-20T13:38:05.5640000Z,2018-01-24T00:21:54.1944779Z,2018-06-20T13:38:05.5640000Z,2018-01-24T00:21:54.1944779Z,2017-01-14,152,16205.0,2018-06-20T12:46:42.0000000Z,2017-01-14T17:43:31.0000000Z,NOVA,Novaexchange,https://novaexchange.com/
82,2018-06-21,2018-06-21T16:15:46.6179319Z,2018-01-24T00:21:31.1076466Z,2018-06-21T16:15:46.6179319Z,2018-01-24T00:21:31.1076466Z,2017-10-12,32,12554.0,2018-06-21T16:14:39.6350000Z,2017-10-12T18:00:10.7250000Z,BITLISH,Bitlish,https://bitlish.com/
83,2018-04-10,2018-04-10T05:55:15.8720000Z,2018-01-24T00:21:45.2925018Z,2018-04-10T05:55:15.8720000Z,2018-01-24T00:21:45.2925018Z,2018-01-24,1,9861.0,2018-04-10T03:54:07.4020000Z,2018-01-24T18:15:31.9200000Z,COINSECURE,Coinsecure,https://coinsecure.in/
